"","X","respondent_id","collector_id","start_date","end_date","prolific_id","allocated_wild_300","allocated_uk_300","allocated_develop_300","treatment","letter","sympath_1","sympath_2","donation","donation_explain","allocation_100","behavioural_1","behavioural_2","behavioural_3","behavioural_4","behavioural_5","sufficiency_1","sufficiency_2","sufficiency_3","social_norm_1","social_norm_2","social_norm_donation","efficacy","ego_1","ego_2","finance_secure_1","finance_secure_2","finance_secure_3","finance_secure_4","experience_1","experience_2","experience_3","climate_change_1","climate_change_2","climate_change_3","flood_1","flood_2","flood_3","connect_1","connect_2","connect_3","connect_4","connect_5","connect_6","gender","age","ethnicity","other_ethn","education","postcode","MD_index","nudge","message_framing"
"53",55,11527608838,257594245,"04/22/2020 03:46:30 PM","04/22/2020 03:52:57 PM","59e481a5e75b450001a690f9",0,1,0,"biodiversity_nudge","B",10,10,0,"I am in lock down - I don't have any money or a job?",0,10,0,0,18,0,10,"None","None",20,0,5,0,20,20,0,0,0,3,20,20,20,0,0,0,4,1,0,2,2,6,5,5,6,"Male",59.5,"White or Caucasian","0","Undergraduate degree","DE43PD",6,"present","biodiversity"
"54",56,11527599933,257594245,"04/22/2020 03:43:58 PM","04/22/2020 04:04:21 PM","5c97686c7610c800126a377f",0.416666666666667,0.416666666666667,0.166666666666667,"es-local","C",19,20,10,"It is an amount I can easily afford and this is a very worthwhile cause.",0.75,18,14,15,12,15,17,"I have seen various documentaries about deforestation in Africa and other countries. ","What controls will be in place to make sure the local population support the reforestation project?",15,14,5,18,2,2,14,12,12,12,14,18,18,5,9,5,1,0,0,7,5,5,5,5,5,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NE24 3XW",9,"absent","es-local"
"55",57,11527597948,257594245,"04/22/2020 03:43:26 PM","04/22/2020 03:50:37 PM","5c5c539213005e0001ab6517",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",19,19,10,"I think it is a very worthwhile cause",0.3,19,19,19,19,16,18,"none","none",18,19,10,19,1,5,19,19,5,14,2,18,16,1,2,1,13,2,0,7,5,5,7,7,7,"Male",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","EX10 9EY",9,"absent","es-global"
"56",58,11527594751,257594245,"04/22/2020 03:41:28 PM","04/22/2020 03:57:20 PM","5e204fdf56eee035367f55f3",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity","A",15,18,10,"If I were richer I would give more. Wildlife and the rain forest are vital for our own survival.",0.33,18,13,1,18,11,17,"Yes. As I said wildlife and the environment are extremely important for our own survival. ","None",11,11,50,14,2,3,1,0,0,2,7,19,18,2,3,3,0,0,0,3,5,5,5,5,5,"Male",59.5,"White or Caucasian","0","Undergraduate degree","ME14 2QS ",3,"absent","biodiversity"
"57",59,11527593021,257594245,"04/22/2020 03:42:05 PM","04/22/2020 03:54:36 PM","57f8024ceb5dfa0001b07932",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",20,20,50,"to help",1,20,17,20,20,20,20,"none","none",20,20,30,20,0,5,10,19,5,20,20,20,20,20,0,0,0,0,0,5,7,5,7,5,7,"Male",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","WA87AR",1,"present","es-global"
"58",60,11527590575,257594245,"04/22/2020 03:41:30 PM","04/22/2020 03:54:05 PM","5e2c2d3a8800e72590334bdb",0.666666666666667,0.166666666666667,0.166666666666667,"es-local","C",16,17,200,"To stop a species going extinct ",1,20,16,17,16,14,15,"Information I have seen online tv and movies over the years","What Charities support this cause",7,7,10,12,13,5,7,5,5,5,19,20,16,0,4,2,0,0,0,5,5,5,7,7,5,"Female",49.5,"Other (please specify)","Latino","Undergraduate degree","CT196DE",4,"absent","es-local"
"59",61,11527587291,257594245,"04/22/2020 03:40:18 PM","04/22/2020 03:53:19 PM","564674d3d01e6b00147276a1",0.666666666666667,0.25,0.0833333333333333,"biodiversity_nudge","B",16,18,10,"The main reason I donated want to conserve the wildlife populations and save the elephants",0.5,18,14,16,17,7,13,"None","None",16,16,5,16,5,4,2,6,1,6,18,15,16,5,4,4,0,0,0,5,5,5,5,5,5,"Male",49.5,"Asian or Asian British","0","Undergraduate degree","TW77DJ",6,"present","biodiversity"
"60",62,11527582804,257594245,"04/22/2020 03:38:34 PM","04/22/2020 03:50:21 PM","5e29cf1d16ab4503622525eb",0.166666666666667,0.5,0.333333333333333,"es-local_nudge","D",12,16,50,"it is important to maintain the habitats of local animals and help indigenous people",0.5,8,8,2,19,0,11,"none","none",14,12,5,3,19,20,1,19,0,2,3,16,16,5,5,6,0,0,0,5,5,6,5,5,3,"Female",59.5,"Asian or Asian British","0","Undergraduate degree","PL2 2JE",2,"present","es-local"
"61",63,11527579141,257594245,"04/22/2020 03:37:17 PM","04/22/2020 03:47:20 PM","5c8e48e9a50921001771de98",0.4,0.6,0,"biodiversity_nudge","B",16,17,5,"I have a set number of charities I give to, but this is not one of them, hence a token amount",0.3,10,8,0,18,0,12,"none","none",11,11,5,11,9,11,16,11,11,12,0,11,10,7,11,8,0,0,0,1,6,4,5,4,4,"Male",69.5,"White or Caucasian","0","Undergraduate degree","RH15 9TT",9,"present","biodiversity"
"62",64,11527572849,257594245,"04/22/2020 03:35:18 PM","04/22/2020 03:47:53 PM","5a085045087f2e0001eae13a",0.333333333333333,0.333333333333333,0.333333333333333,"es-local_nudge","D",11,20,0,"On my current income I would not donate as I am poor at present.",0.25,18,2,14,20,10,16,"none","none",8,8,1,11,5,5,0,0,0,0,7,17,20,0,0,0,4,0,0,5,6,4,7,7,5,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","SN12 7JH",8,"present","es-local"
"63",65,11527570776,257594245,"04/22/2020 03:35:51 PM","04/22/2020 03:47:49 PM","58f4a7947b2e410001c2edde",0.266666666666667,0.466666666666667,0.266666666666667,"es-local_nudge","D",18,20,10,"A worthy cause to help restore the rain forest and save its wildlife and keep local inhabitants safer!",0.5,20,5,15,17,4,18,"none","none",16,10,2,10,8,16,5,5,0,5,12,20,16,5,10,0,4,1,1,2,6,6,6,6,5,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NP13 2HT",2,"present","es-local"
"64",66,11527561589,257594245,"04/22/2020 03:33:43 PM","04/22/2020 03:46:21 PM","583730c8b647c40001043cbf",0.25,0.5,0.25,"es-local","C",15,18,0,"I don't know enough about it from the information given. It gives no idea how much of any donation will be used directly and/or how",0,20,10,0,20,10,0,"None","Yes - charitable status, percentage of donations as ""overheads"", details of specific actions",20,10,1,0,5,10,15,15,10,20,20,20,15,5,5,0,0,0,0,4,6,3,5,6,6,"Male",69.5,"White or Caucasian","0","Undergraduate degree","IP12 1TQ",9,"absent","es-local"
"65",67,11527560596,257594245,"04/22/2020 03:33:30 PM","04/22/2020 03:43:19 PM","57de9b670cb6700001dd7c9f",0.666666666666667,0.333333333333333,0,"es-local","C",20,20,10,"It is a worthwhile cause. ",1,20,13,20,20,0,15,"I have seen first hand how depleted logging is in Malaysian forests, so I can imagine the same thing happening in Africa.","None",15,15,10,15,5,20,15,20,10,20,15,15,20,0,0,0,0,0,0,7,4,6,7,7,5,"Female",59.5,"Asian or Asian British","0","Higher degree","TN29 9LB",3,"absent","es-local"
"66",68,11527558732,257594245,"04/22/2020 03:32:36 PM","04/22/2020 03:43:53 PM","5c6f3b6d8cafb60001a89297",0.25,0.666666666666667,0.0833333333333333,"biodiversity","A",15,20,5,"Important work, however there are charities at home that I relate to much more.",0.25,20,13,14,13,10,17,"I was aware of issues such as this but not specifically this area of Africa.","Knowing at what percentage of the forest is being decimated each year and how much longer would it take to disappear.",20,16,10,16,3,5,15,20,14,20,0,14,6,5,3,3,0,0,0,2,2,4,5,6,5,"Male",69.5,"White or Caucasian","0","Undergraduate degree","RM3 0PB",6,"absent","biodiversity"
"67",69,11527552482,257594245,"04/22/2020 03:30:39 PM","04/22/2020 03:44:35 PM","5bd2034025db7b000178ad8a",0,0.25,0.75,"biodiversity_nudge","B",8,13,0,"You don't tell us enough. How are you trying to restore the forest? Is it just planting trees? Is it educating and employing those who used to carry out the logging? It's all too vague.",0,10,0,0,18,0,0,"None","Yes, explain what you actually plan to do? How are you actually going to restore the forest, encourage the animals to return in grester numbers? How are you going to ensure that the forest isn't going to be harmed again?",10,5,10,10,20,20,5,20,0,20,0,2,15,0,0,0,0,0,0,3,2,2,5,4,2,"Male",59.5,"White or Caucasian","0","Undergraduate degree","OX11 7RB",10,"present","biodiversity"
"68",70,11527550430,257594245,"04/22/2020 03:29:42 PM","04/22/2020 03:42:58 PM","5e8753cc28aacd3abe3bc37a",0.166666666666667,0.833333333333333,0,"es-local_nudge","D",10,11,0,"There are very few bad charities but you cannot give to them all and there are other charities I feel are more deserving",0,18,6,2,18,0,17,"I did not feel the information in the advert made me feel this was a more deserving charity than others I may support","None",16,7,5,8,6,5,20,16,11,20,12,20,14,1,3,1,2,1,0,1,6,3,6,6,4,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","BS20 8LX",10,"present","es-local"
"69",71,11527547668,257594245,"04/22/2020 03:30:06 PM","04/22/2020 03:37:22 PM","5cbcadbe0b073500018c5f73",0.666666666666667,0.233333333333333,0.1,"biodiversity","A",15,20,10,"Seems a very good cause to help species from becoming endangered.",0.3,18,9,7,12,13,18,"none","none",19,15,5,15,9,8,8,8,12,7,3,18,19,4,2,2,1,1,0,7,6,6,5,5,5,"Male",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","CF44 8AQ",10,"absent","biodiversity"
"70",72,11527545717,257594245,"04/22/2020 03:28:40 PM","04/22/2020 03:39:20 PM","5d526f231f78580019413d1d",0.666666666666667,0.333333333333333,0,"biodiversity","A",13,16,10,"I can miss 10 pounds. So because you are asking I could give that. I do care about the elephant, but not about the monkey.",0.5,18,2,0,16,1,15,"lived in a rain forest (borneo) for 5 years","none",20,13,5,11,9,20,20,20,9,20,20,12,13,7,10,5,0,0,0,2,5,4,7,5,4,"Male",59.5,"White or Caucasian","0","Higher degree","DN171JD",6,"absent","biodiversity"
"71",73,11527540254,257594245,"04/22/2020 03:27:59 PM","04/22/2020 03:35:15 PM","5e272bd90e144395de81dd53",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity","A",14,19,5,"There are so many worthy causes and I am on a small pension",0.3,20,13,10,11,4,9,"none","In what was is the rainforest being restored?",18,12,2,14,4,1,8,8,11,19,0,20,15,0,2,1,2,0,0,3,6,2,5,5,5,"Male",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","LA2 6LE",10,"absent","biodiversity"
"72",74,11527540132,257594245,"04/22/2020 03:27:40 PM","04/22/2020 03:34:18 PM","5c62980ca135520001959a9a",0.666666666666667,0.333333333333333,0,"es-global_nudge","F",13,15,50,"We need to save the environment ",0.5,14,9,13,7,7,20,"None","How much of the money actually went to the charity and how much the chief exec was earning",12,14,5,6,5,6,19,18,11,5,20,17,17,8,10,5,0,0,0,6,2,5,5,5,4,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","WN67LQ",1,"present","es-global"
"73",75,11527539275,257594245,"04/22/2020 03:27:24 PM","04/22/2020 03:36:22 PM","5b867069840b7500017a70ac",0.333333333333333,0.666666666666667,0,"biodiversity","A",0,20,0,"Charity begins at home",0,20,0,0,20,0,20,"none","Does not say what the benefits to me would be",16,0,0,0,20,20,20,20,10,20,0,0,0,15,20,6,0,0,0,6,5,7,7,7,7,"Male",69.5,"White or Caucasian","0","Undergraduate degree","SS15 5PE",1,"absent","biodiversity"
"74",77,11527534486,257594245,"04/22/2020 03:26:28 PM","04/22/2020 03:33:50 PM","5ddfa82bb28cf701132e7a78",0.333333333333333,0.5,0.166666666666667,"biodiversity_nudge","B",14,20,0,"I can't afford top give to any charity at the moment",0,10,6,4,20,0,17,"I used the knowledge of my financial situation and what other charities I'd prefer giving to. I am aware of the environmental crisis in Africa.","none",17,14,2,14,8,14,11,20,0,20,5,17,12,1,0,2,0,0,0,5,6,1,5,1,2,"Male",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","EH21 6SS",6,"present","biodiversity"
"75",78,11527525443,257594245,"04/22/2020 03:24:19 PM","04/22/2020 03:34:33 PM","5e29c3e65570910297dbf70d",0.333333333333333,0.416666666666667,0.25,"biodiversity_nudge","B",10,15,0,"no spare funds",0.3,15,12,3,15,1,15,"None","How much money collected makes it to the cause",18,14,5,10,6,5,13,18,4,15,14,14,13,5,4,4,0,0,0,4,6,6,5,6,6,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","PO14 2QP",9,"present","biodiversity"
"76",79,11527521424,257594245,"04/22/2020 03:22:11 PM","04/22/2020 03:31:57 PM","5d52e15363bdb100010883f1",0.166666666666667,0,0.833333333333333,"es-global_nudge","F",13,18,15,"I am in favour of restoration of rainforests",0.15,0,0,0,15,10,0,"none","Who is running it? What are their costs? What % goes to the restoration? etc",14,10,5,10,5,16,12,15,0,13,14,18,13,0,5,4,0,0,0,6,1,4,5,5,3,"Male",79.5,"White or Caucasian","0","Undergraduate degree","SO18 5QU",4,"present","es-global"
"77",80,11527515347,257594245,"04/22/2020 03:21:00 PM","04/22/2020 03:30:17 PM","5c62af7d23142b000132f411",0.333333333333333,0.666666666666667,0,"es-global","E",6,12,0,"UK first. Too much money goes down the drain in Africa",0,0,0,0,20,0,10,"None","None",3,2,0,0,10,20,10,16,10,20,0,5,10,7,7,7,0,0,0,1,6,3,4,4,6,"Male",69.5,"White or Caucasian","0","Undergraduate degree","WF3 1UQ",10,"absent","es-global"
"79",82,11527506306,257594245,"04/22/2020 03:18:21 PM","04/22/2020 03:29:36 PM","594c07d1cb6c11000177f88b",0.333333333333333,0.5,0.166666666666667,"es-local_nudge","D",17,17,20,"I think restoring the rainforest helps with climate change and this is a good cause",0.3,17,14,12,14,11,14,"I used information I have gleaned from tv and news articles","How it affects climate change",14,12,10,14,5,4,17,18,13,19,8,14,14,1,2,2,1,0,0,3,6,3,6,4,4,"Female",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","S63 7NP",4,"present","es-local"
"80",83,11527503961,257594245,"04/22/2020 03:18:18 PM","04/22/2020 03:29:21 PM","59bb9e3a178f1b0001828b12",0.266666666666667,0.4,0.333333333333333,"biodiversity_nudge","B",17,18,15,"My heart goes out to threatened wildlife; there are also eventually benefits to humanity.",0.25,11,7,8,18,5,13,"None","What sort of area is being protected.",15,8,3,11,8,6,17,20,11,20,0,16,14,2,1,2,0,0,0,4,5,6,7,6,6,"Male",79.5,"White or Caucasian","0","Undergraduate degree","TN1 2 EH",6,"present","biodiversity"
"81",84,11527503067,257594245,"04/22/2020 03:18:30 PM","04/22/2020 03:28:24 PM","5c28b31a0091e40001ca5030",0.5,0.333333333333333,0.166666666666667,"es-global","E",14,18,5,"its a worthy cause  Stops floods  Helps the people of the UK",0.4,17,15,15,10,12,8,"none","what percent of my donation goes to the project and what goes to admin etc",18,13,2,15,6,16,10,14,1,15,1,15,14,1,1,1,0,0,0,1,5,5,5,5,5,"Female",69.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","SY21 9NA",9,"absent","es-global"
"82",85,11527499043,257594245,"04/22/2020 03:17:11 PM","04/22/2020 03:24:02 PM","583c1d18020f070001a5e046",0.25,0.583333333333333,0.166666666666667,"es-local","C",17,18,100,"Conservation is vital",1,19,15,14,5,13,17,"My knowledge has devoloped over a number of years due to my interest in conservation literature","Who would not support the project",19,19,50,18,8,9,20,20,17,20,14,14,17,5,7,3,0,0,0,2,5,6,5,6,5,"Male",59.5,"White or Caucasian","0","Undergraduate degree","FY6 7JD",7,"absent","es-local"
"83",86,11527497706,257594245,"04/22/2020 03:16:59 PM","04/22/2020 03:23:07 PM","59d62ad5f50cfe000125d96b",0.0833333333333333,0.0833333333333333,0.833333333333333,"biodiversity","A",16,20,10,"Regularly donate to 5 different charities and would struggle to afford to give to yet another - however, I think this is a worthy charity.",0.1,20,3,10,20,10,17,"None","None",20,10,10,20,9,0,0,10,0,10,0,16,10,0,4,4,0,0,0,1,2,4,4,4,2,"Female",69.5,"White or Caucasian","0","Undergraduate degree","L12 7JZ",4,"absent","biodiversity"
"84",87,11527495183,257594245,"04/22/2020 03:14:09 PM","04/22/2020 03:26:54 PM","5e50127eb3b1b903439d960f",0.166666666666667,0.666666666666667,0.166666666666667,"biodiversity","A",12,15,100,"After reading more about the charity, I felt more inclined to support it. ",0.5,20,6,20,20,4,3,"None","What percentage of donations goes in admin.   Perhaps a more human story? Fred is 14, he will find work with help from the charity. ",12,12,5,14,0,6,5,8,0,20,0,15,15,0,0,0,0,0,0,3,5,4,5,7,6,"Female",59.5,"White or Caucasian","0","Undergraduate degree","EH278AD",7,"absent","biodiversity"
"85",88,11527494959,257594245,"04/22/2020 03:15:57 PM","04/22/2020 03:25:16 PM","59e773565de9b000017ed296",0.333333333333333,0.416666666666667,0.25,"biodiversity","A",18,20,20,"Rain forests are really important in the fight against global warming so supporting their restoration is worth helping. Protecting wildlife is a wonderful side effect ",0.5,20,16,1,20,16,19,"Yes relevance of rain forests in fight against global warming ","Global warming ",17,16,5,14,4,7,18,20,14,20,15,19,20,0,1,1,0,0,0,5,5,7,7,7,5,"Female",49.5,"White or Caucasian","0","Higher degree","GU21 7PN ",9,"absent","biodiversity"
"86",89,11527494206,257594245,"04/22/2020 03:15:38 PM","04/22/2020 03:29:11 PM","5e8cba05225c8906c280faee",0,0.666666666666667,0.333333333333333,"es-local_nudge","D",10,20,20,"Prefer to focus on UK based campaigns",0.2,11,5,6,16,6,18,"None","None",19,18,25,6,9,1,12,4,0,19,13,17,13,0,0,0,0,0,0,1,4,1,6,1,4,"Male",39.5,"White or Caucasian","0","Undergraduate degree","UB9 5LJ",6,"present","es-local"
"87",91,11527487526,257594245,"04/22/2020 03:14:15 PM","04/22/2020 03:20:04 PM","5cbf3f98b17336001841ec4d",0.166666666666667,0.666666666666667,0.166666666666667,"es-global_nudge","F",13,16,0,"Other more pressing needs",0.1,5,0,0,18,0,16,"None","Nne",15,4,1,0,6,3,20,20,0,20,0,20,14,0,4,0,1,0,0,2,5,6,5,5,2,"Female",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","YO318WD ",9,"present","es-global"
"88",92,11527482195,257594245,"04/22/2020 03:12:54 PM","04/22/2020 03:20:55 PM","5d6e9abe5e156a00018de2bc",0.0833333333333333,0.0833333333333333,0.833333333333333,"es-global","E",12,14,10,"I am not interested on the cause.",0.05,7,4,0,17,0,14,"none","how much have they raised so far. ",7,7,5,1,8,16,0,0,0,5,15,18,7,6,0,1,13,1,0,6,5,4,7,6,4,"Female",29.5,"Other (please specify)","hispanic","Higher degree","BS227WB",7,"absent","es-global"
